RowNumber,Emplyee ID,Hours Training,Geography,Gender,Age,Years of Experience,Number of Machines S/he can work with,Married,Has a Bachelor or Higher Degree,Annual Salary, Reciev Bonus
464,15773792,662,USA,Female,32,4,1,1,1,48726,1
465,15613786,818,Canada,Male,26,4,2,1,1,167037,0
466,15726032,608,USA,Male,33,9,1,1,0,68777,0
467,15663252,850,Canada,Female,32,9,2,1,1,18925,0
468,15593782,816,Mexico,Female,38,5,3,1,0,71906,1
469,15633283,536,USA,Male,35,8,2,1,0,64833,0
470,15749167,753,USA,Male,35,3,2,1,1,184844,0
471,15759298,631,Canada,Male,27,10,1,1,1,176730,0
472,15683625,703,USA,Male,37,1,1,1,0,20629,1
473,15635367,774,USA,Male,26,2,1,1,0,28415,0
474,15681705,785,USA,Male,28,8,2,1,0,77231,0
475,15603156,571,USA,Female,33,1,2,1,0,102751,0
476,15591986,621,Mexico,Male,46,6,1,0,0,34581,1
477,15798888,605,Mexico,Female,31,1,1,1,1,183599,0
478,15809722,611,USA,Female,40,8,2,1,0,147358,0
479,15677538,569,USA,Male,38,7,1,1,1,108469,0
480,15797736,658,USA,Male,29,4,1,1,1,20613,0
481,15695585,788,Canada,Male,34,6,1,0,1,181197,0
482,15744398,525,USA,Female,23,5,2,1,0,160249,0
483,15750658,798,USA,Male,37,8,3,0,0,110783,0
484,15578186,486,Mexico,Male,37,9,2,1,0,144995,0
485,15676519,615,Canada,Male,61,9,2,1,0,150228,1
486,15637954,730,USA,Female,35,0,1,1,1,53718,0
487,15758639,641,USA,Male,37,7,2,1,0,75248,0
488,15613772,542,USA,Male,39,3,1,1,1,14353,1
489,15731744,692,USA,Male,30,2,2,0,1,130487,0
490,15807709,714,Mexico,Female,55,9,1,1,1,100128,0
491,15714689,591,Canada,Male,29,1,1,1,1,196356,0
492,15699005,710,USA,Female,41,2,1,1,1,9984,0
493,15624170,639,USA,Female,38,4,2,0,1,118975,0
494,15725679,531,USA,Female,47,6,1,0,0,194998,1
495,15585865,673,USA,Female,38,2,2,0,0,134901,1
496,15804256,765,Mexico,Male,36,8,2,1,1,72925,0
497,15662403,622,USA,Female,32,6,2,1,0,101058,0
498,15733616,806,USA,Male,40,5,1,1,1,142839,0
499,15591995,757,Mexico,Male,26,8,2,1,1,127059,0
500,15677020,570,USA,Female,58,8,1,0,1,116504,1
501,15727688,555,Canada,Male,32,4,2,1,1,54406,0
502,15715941,692,USA,Male,54,5,2,1,1,88722,0
503,15714485,774,USA,Male,60,5,1,1,0,74135,1
504,15730059,638,Canada,Male,44,9,2,1,1,111346,0
505,15715527,543,Canada,Female,41,4,1,0,0,194902,0
506,15576623,584,USA,Male,31,5,2,1,0,31474,0
507,15805565,691,Mexico,Male,30,7,1,1,0,21198,0
508,15677307,684,Mexico,Female,40,6,1,1,0,186977,0
509,15773890,733,USA,Male,22,5,2,1,1,117202,0
510,15598883,599,Canada,Female,37,2,2,1,1,143739,0
511,15568506,524,Mexico,Female,31,10,2,1,1,161811,0
512,15761043,632,Mexico,Female,38,6,2,1,0,98091,0
513,15782236,735,Canada,Male,34,5,2,0,0,71095,0
514,15593601,734,USA,Male,34,6,1,1,1,13107,0
515,15682048,605,USA,Female,51,3,1,1,1,67111,1
516,15746902,793,Canada,Male,38,9,2,1,0,88225,0
517,15752081,468,USA,Female,56,10,3,0,1,62257,1
518,15781307,779,Mexico,Male,37,7,2,1,0,135926,0
519,15775912,698,USA,Male,48,4,2,0,1,177816,1
520,15745417,707,USA,Male,58,6,1,0,1,126471,0
521,15671256,850,USA,Female,35,1,1,1,0,188574,1
522,15653547,850,USA,Male,56,7,1,1,1,119175,0
523,15595766,527,Canada,Male,37,5,2,1,1,139094,0
524,15742358,696,Mexico,Male,32,8,1,1,1,115917,0
525,15763274,661,USA,Male,48,3,1,0,0,96463,0
526,15786063,776,USA,Female,31,2,2,1,1,112350,0
527,15600258,701,USA,Male,43,2,2,1,1,165304,0
528,15573318,610,USA,Male,26,8,2,1,0,166031,0
529,15653849,572,Mexico,Female,48,3,1,1,0,38412,1
530,15694272,673,USA,Male,30,1,1,1,1,77783,0
531,15736112,519,Canada,Female,57,2,2,1,1,29872,0
532,15749851,702,Canada,Female,26,4,1,0,1,59748,0
533,15663478,729,USA,Male,32,6,1,1,1,79919,0
534,15592300,543,Canada,Male,35,10,1,1,0,76774,0
535,15567832,550,USA,Female,40,7,1,1,0,54019,0
536,15776780,608,USA,Male,59,1,1,1,0,70650,1
537,15592846,639,Mexico,Male,35,10,2,1,0,59093,0
538,15739803,686,Canada,Male,34,9,2,1,0,127570,0
539,15794142,564,Mexico,Female,62,5,3,0,1,18261,1
540,15762729,745,Mexico,Female,28,1,1,1,0,73276,1
541,15667896,833,USA,Male,37,8,2,1,1,136129,0
542,15626578,622,USA,Male,26,9,2,1,1,153238,0
543,15776223,597,USA,Female,42,4,1,1,1,106841,0
544,15705953,721,Canada,Male,51,0,1,1,0,109078,1
545,15802593,504,USA,Female,49,7,3,0,1,87822,1
546,15615457,842,Canada,Female,44,2,2,1,0,126645,0
547,15708916,587,USA,Male,38,0,2,1,0,47414,0
548,15720187,479,Mexico,Female,30,7,2,1,0,41880,0
549,15595440,508,USA,Male,49,7,2,1,1,75808,0
550,15600651,749,USA,Male,24,1,3,1,1,47911,0
551,15750141,721,Mexico,Female,36,3,2,1,0,28738,0
552,15657284,674,Mexico,Male,47,6,1,1,1,2079,1
553,15763063,685,Canada,Female,25,10,1,1,0,121562,0
554,15709324,417,USA,Male,34,7,2,1,0,55004,0
555,15711309,574,Mexico,Male,33,3,1,1,0,193131,0
556,15775318,590,Canada,Female,51,3,3,0,1,191932,1
557,15705515,587,Mexico,Male,40,5,2,1,0,159418,0
558,15634844,598,Mexico,Male,41,3,1,1,0,191469,1
559,15717046,741,Canada,Male,53,3,2,1,1,38914,0
560,15571816,850,Canada,Female,70,5,1,1,1,705,0
561,15670080,584,Mexico,Female,29,7,1,0,1,138490,0
562,15800440,650,Canada,Male,61,1,1,0,1,82971,0
563,15665678,607,Canada,Male,36,8,1,1,1,76745,0
564,15665956,509,USA,Female,46,1,1,1,0,71245,1
565,15788126,689,Canada,Female,38,6,1,1,1,12182,0
566,15811773,543,USA,Male,36,4,2,1,1,141211,0
567,15651674,438,Canada,Female,54,2,1,0,0,191763,1
568,15689614,687,Canada,Female,63,1,1,1,1,37939,0
569,15795564,737,Mexico,Male,31,5,2,1,1,74891,0
570,15706647,761,USA,Male,31,7,3,1,1,166698,0
571,15728505,601,USA,Male,44,1,2,1,1,62679,0
572,15730076,651,USA,Male,45,1,1,1,0,67740,1
573,15622003,745,USA,Male,35,9,2,1,0,161520,0
574,15607312,648,Canada,Female,49,10,2,1,1,159836,1
575,15644753,848,Canada,Male,40,3,1,1,1,30877,0
576,15653620,546,USA,Female,27,8,2,1,1,14858,0
577,15761986,439,Canada,Female,32,3,1,1,0,75686,0
578,15633922,755,USA,Male,30,4,2,0,1,144183,0
579,15734674,593,USA,Female,41,6,1,1,0,65171,0
580,15658032,701,USA,Male,39,2,2,1,1,82527,0
581,15692671,701,Canada,Male,36,8,2,1,0,169161,0
582,15737741,607,Canada,Female,33,2,2,0,1,109291,1
583,15576352,586,Canada,Female,57,3,2,0,1,6058,0
584,15753719,547,Mexico,Female,30,9,1,1,0,77077,0
585,15803689,647,Mexico,Female,51,1,2,0,0,54955,1
586,15718057,760,USA,Female,51,2,1,0,0,179615,1
587,15722010,621,Canada,Male,53,9,1,1,0,35588,1
588,15680998,725,USA,Male,44,5,1,1,1,117356,0
589,15614782,526,USA,Male,36,1,1,1,0,160697,0
590,15591047,519,Canada,Female,47,6,2,0,0,147278,1
591,15788291,713,Mexico,Female,38,7,1,1,1,56594,1
592,15604044,700,USA,Male,38,8,1,1,0,1300,0
593,15679587,666,USA,Female,34,9,1,1,1,25095,0
594,15775153,630,Canada,Male,32,4,1,0,0,146326,0
595,15603925,779,Canada,Female,26,4,2,0,1,38296,0
596,15680970,611,Mexico,Female,41,2,1,1,0,164062,0
597,15697183,685,Canada,Male,43,9,2,1,0,107811,0
598,15567446,646,Mexico,Male,39,9,1,1,1,30839,0
599,15637476,683,Mexico,Female,57,5,1,0,0,9222,1
600,15714939,484,Mexico,Female,34,4,1,0,1,33738,0
601,15683503,601,USA,Female,43,8,3,0,1,110916,1
602,15645569,762,Canada,Female,26,7,2,1,1,169655,0
603,15782569,687,USA,Female,72,9,1,0,1,69829,0
604,15592387,566,USA,Male,30,5,1,1,0,54927,1
605,15609286,702,USA,Male,37,10,1,1,1,94728,0
606,15814035,601,USA,Male,29,9,1,1,1,80393,0
607,15661249,699,USA,Male,53,4,2,0,1,111308,0
608,15629117,584,USA,Male,28,10,2,1,0,19834,0
609,15607170,699,USA,Male,35,5,2,1,1,78397,0
610,15586585,698,Mexico,Female,51,2,1,1,0,86410,0
611,15686611,495,USA,Male,30,10,1,0,0,172750,0
612,15603203,650,USA,Female,27,6,2,1,0,1002,0
613,15619857,605,USA,Female,64,2,1,1,1,13602,0
614,15805062,667,Canada,Male,38,1,1,1,1,77867,0
615,15660271,688,Mexico,Male,26,8,1,1,1,175297,0
616,15745295,727,Canada,Female,31,0,1,1,0,121751,1
617,15719352,754,Canada,Male,39,6,2,1,0,89593,0
618,15766575,612,Mexico,Female,62,8,1,1,0,193438,1
619,15594594,546,Canada,Male,42,7,1,1,1,86945,0
620,15646161,673,Canada,Female,37,8,2,1,1,183319,0
621,15682585,593,USA,Male,35,9,1,1,0,71154,0
622,15603134,656,Canada,Female,40,10,1,0,1,151887,0
623,15636444,535,Mexico,Female,53,5,2,1,1,75889,0
624,15773456,678,Mexico,Male,36,3,2,0,1,89567,0
625,15745307,477,Canada,Female,48,2,1,0,1,26476,0
626,15604119,850,Canada,Male,35,7,1,0,0,126356,0
627,15626900,427,USA,Male,29,1,1,1,1,93839,0
628,15605447,752,USA,Male,49,2,1,1,0,7699,0
629,15589030,649,USA,Male,47,1,2,1,1,145594,0
630,15692463,799,Canada,Female,28,3,1,1,0,45043,0
631,15712403,589,USA,Female,61,1,1,1,0,61109,1
632,15811762,583,Mexico,Female,54,6,1,1,0,57554,1
633,15718673,839,Canada,Female,33,10,1,1,0,62674,0
634,15724282,540,Mexico,Male,44,3,2,1,1,12121,0
635,15738181,850,USA,Male,31,6,2,0,0,50130,1
636,15633648,696,Canada,Female,51,5,2,1,0,55022,0
637,15603323,660,Canada,Female,33,1,2,0,0,117835,0
638,15583725,682,USA,Male,48,1,1,0,1,168840,0
639,15588350,744,USA,Female,43,10,1,0,1,24234,0
640,15798398,785,USA,Female,36,4,1,0,0,190627,0
641,15784844,752,Canada,Male,48,5,1,1,0,156618,1
642,15580684,706,USA,Female,29,5,1,1,0,42334,0
643,15809663,583,USA,Female,27,1,1,1,1,110784,0
644,15640078,660,Mexico,Female,39,5,1,1,0,173683,1
645,15698786,819,USA,Female,39,9,1,1,0,27046,1
646,15569807,673,USA,Female,34,8,1,1,0,20599,1
647,15730830,752,USA,Female,30,3,2,1,1,104991,0
648,15805112,578,USA,Male,38,7,1,1,0,8997,0
649,15633064,438,USA,Female,36,4,2,1,0,64421,0
650,15703119,652,USA,Male,38,6,2,1,1,145700,0
651,15730447,629,USA,Female,49,4,2,1,1,196335,0
652,15813850,720,USA,Male,52,7,1,1,1,14781,0
653,15711889,668,USA,Male,42,3,1,1,0,108139,0
654,15664610,459,Mexico,Male,48,4,1,1,1,19287,1
655,15751710,729,Canada,Male,31,8,2,1,1,9567,0
656,15692926,498,Mexico,Male,25,8,1,1,1,132210,0
657,15813741,549,Canada,Male,25,6,1,0,1,21600,0
658,15698474,601,Mexico,Female,54,1,2,1,1,199662,0
659,15568595,544,USA,Male,64,9,1,1,1,124341,0
660,15603065,751,USA,Female,30,6,2,1,0,15766,0
661,15592937,632,Mexico,Female,41,3,1,1,1,33642,0
662,15699637,694,Canada,Male,57,8,1,1,1,117705,0
663,15667215,678,USA,Male,31,2,2,1,1,58803,0
664,15788659,695,USA,Male,46,4,2,1,1,137537,0
665,15763218,661,USA,Female,41,1,2,0,1,131301,0
666,15645772,661,USA,Male,33,9,2,1,1,84175,0
667,15725511,559,USA,Female,31,3,1,0,1,160942,0
668,15575024,503,USA,Male,29,3,2,1,1,143955,0
669,15640825,695,Canada,Male,46,3,1,1,1,56298,0
670,15662397,640,USA,Female,42,5,1,1,1,8405,0
671,15576368,624,Mexico,Female,48,3,2,0,0,30020,0
672,15674991,667,USA,Male,42,9,2,0,1,58137,0
673,15721024,642,USA,Male,26,0,1,0,0,47473,0
674,15745621,640,Canada,Female,32,6,2,1,1,19132,0
675,15642394,529,Canada,Male,35,5,2,1,1,187289,0
676,15754605,563,USA,Female,39,5,2,1,1,17604,0
677,15607040,593,Canada,Female,38,4,2,1,0,67020,0
678,15715142,739,Mexico,Male,45,7,1,0,1,147803,1
679,15810978,788,Canada,Female,70,1,2,1,1,41611,0
680,15668886,684,Canada,Female,38,3,2,1,0,44256,0
681,15780804,482,USA,Male,55,5,1,0,1,78416,0
682,15613880,591,Canada,Male,58,5,1,0,1,137255,0
683,15775238,651,Mexico,Female,41,4,1,0,1,151303,0
684,15786905,749,Mexico,Female,40,8,2,0,0,86334,0
685,15747867,583,USA,Male,24,9,1,0,0,89802,0
686,15600337,661,Canada,Male,42,2,1,0,0,29359,1
687,15801277,715,USA,Female,31,2,2,1,1,181601,0
688,15579334,769,Mexico,Female,45,5,1,1,0,124119,1
689,15802741,625,USA,Female,51,7,1,1,0,38867,1
690,15720649,641,USA,Female,36,5,1,1,0,31107,0
691,15589493,716,Mexico,Male,27,1,2,1,0,67611,0
692,15688251,767,USA,Male,43,1,2,1,0,77838,0
693,15665238,745,Mexico,Male,36,8,1,0,0,6078,0
694,15740900,589,USA,Male,34,6,2,1,1,177897,0
695,15681068,796,USA,Female,45,2,1,1,1,123883,0
696,15748625,664,USA,Male,57,6,2,1,1,15304,0
697,15727299,445,Canada,Male,62,1,1,1,1,76570,1
698,15620204,543,Mexico,Female,57,1,2,1,1,120657,1
699,15669516,746,Canada,Male,36,2,2,1,1,16437,0
700,15736534,742,Mexico,Male,33,0,1,1,1,107668,0
701,15803457,750,USA,Female,32,5,2,1,0,95611,0
702,15659098,669,USA,Male,30,7,1,0,0,19799,0
703,15603436,594,Canada,Female,49,2,2,0,1,123215,0
704,15566292,574,Canada,Male,36,1,2,0,1,71709,0
705,15808621,659,Mexico,Male,36,2,2,1,1,149066,0
706,15580148,750,Mexico,Male,40,5,3,1,0,20452,1
707,15776231,626,Mexico,Male,35,4,1,1,1,32826,0
708,15773809,620,USA,Male,42,4,2,1,0,6232,0
709,15649423,580,USA,Female,35,8,2,0,1,10357,0
710,15734886,686,USA,Female,34,3,2,1,0,147795,0
711,15722548,540,USA,Male,48,0,1,0,0,116973,0
712,15650288,634,Mexico,Male,35,6,1,1,0,129965,0
713,15629448,632,Canada,Male,38,1,1,1,0,92817,0
714,15716164,501,USA,Female,41,3,1,1,0,172115,0
715,15807609,650,Canada,Female,25,3,3,1,0,16649,1
716,15578977,786,USA,Male,34,9,2,1,0,144517,0
717,15677369,554,Mexico,Female,37,4,1,0,0,182039,0
718,15804072,701,Canada,Female,42,5,2,0,0,24211,0
719,15696859,474,USA,Male,45,10,2,0,0,172176,0
720,15653780,621,USA,Female,43,5,1,1,1,47578,0
721,15721658,672,Canada,Female,56,2,2,1,1,150694,1
722,15578761,459,Canada,Female,42,6,2,1,1,177683,1
723,15736879,669,USA,Male,23,1,2,0,0,66089,0
724,15571973,776,USA,Female,38,2,1,1,0,169292,0
725,15626742,694,USA,Male,36,3,1,1,1,117140,0
726,15672692,787,USA,Female,42,10,2,1,1,79510,0
727,15673570,580,USA,Male,37,9,2,0,1,77109,0
728,15767432,711,USA,Female,25,7,3,1,1,9679,0
729,15654238,673,USA,Female,40,5,1,1,0,81754,0
730,15612525,499,USA,Female,57,1,1,0,0,131372,1
731,15812750,591,USA,Male,24,6,1,1,1,25311,0
732,15790757,769,USA,Female,25,10,2,0,0,187926,0
733,15723873,657,Canada,Male,31,3,1,0,0,98820,0
734,15744607,738,Mexico,Male,43,9,2,1,0,64167,1
735,15612966,545,Mexico,Female,60,7,1,0,1,176924,1
736,15784209,497,USA,Male,47,6,1,1,1,90055,0
737,15794278,816,Canada,Male,67,6,1,1,1,72814,0
738,15766741,525,USA,Male,36,2,1,0,1,168290,0
739,15661036,725,USA,Male,46,6,2,1,0,161767,0
740,15705639,692,USA,Female,28,8,2,1,0,44420,0
741,15637414,618,USA,Female,24,7,1,0,1,37148,0
742,15716835,546,USA,Male,24,8,1,1,1,125381,0
743,15696231,635,USA,Male,29,7,1,1,1,149854,0
744,15641675,611,USA,Female,49,2,3,0,0,161435,1
745,15670755,650,USA,Male,60,8,2,1,1,102926,0
746,15640059,606,USA,Male,40,5,2,1,1,70899,0
747,15787619,844,USA,Male,18,2,1,0,0,145936,0
748,15587535,450,Canada,Female,46,5,1,1,0,54227,0
749,15813034,727,Canada,Male,38,2,1,1,1,59281,0
750,15698839,460,Mexico,Male,46,4,2,1,1,126953,0
751,15790314,649,USA,Male,41,0,2,0,1,130567,0
752,15634245,758,Mexico,Female,47,9,1,1,0,73294,0
753,15677305,490,USA,Female,35,7,1,1,1,3937,0
754,15661526,815,Mexico,Male,37,2,2,1,0,2384,0
755,15685997,838,Canada,Female,39,5,2,1,0,14279,0
756,15660101,803,USA,Male,31,9,2,1,0,141301,0
757,15637979,664,Mexico,Female,36,2,2,1,0,78141,0
758,15815364,736,Canada,Female,28,2,2,1,1,117431,0
759,15647099,633,USA,Female,37,9,1,1,0,72009,0
760,15625944,664,USA,Male,58,5,1,1,1,60888,0
761,15583212,600,USA,Female,43,5,1,1,0,194765,0
762,15582741,693,USA,Female,35,5,1,1,0,88705,1
763,15637876,663,Mexico,Female,36,6,1,0,0,35818,1
764,15622750,742,Mexico,Female,21,1,1,1,0,31520,0
765,15672056,710,Mexico,Male,43,2,3,1,1,157908,1
766,15812351,710,Canada,Female,27,2,1,1,0,142200,0
767,15810864,700,USA,Female,82,2,2,0,1,182055,0
768,15677921,720,Mexico,Male,60,9,2,0,0,157552,1
769,15724296,684,Canada,Male,41,2,2,0,0,120285,0
770,15685329,531,USA,Female,63,1,1,0,1,24507,1
771,15584091,742,Mexico,Female,36,2,2,0,0,47272,1
772,15640442,717,USA,Male,31,4,1,0,0,41177,0
773,15639314,589,USA,Male,32,2,2,0,1,9469,0
774,15685320,767,USA,Male,36,3,1,0,0,123880,0
775,15789158,636,Mexico,Male,49,6,2,1,0,158887,1
776,15752137,648,USA,Male,33,7,1,1,1,117036,0
777,15712551,622,Mexico,Female,58,7,1,1,0,120416,1
778,15628936,692,Canada,Male,28,9,1,0,0,16064,1
779,15797227,754,USA,Male,28,8,2,1,1,52616,0
780,15769974,679,Canada,Female,35,8,1,0,0,121210,0
781,15737051,639,USA,Male,27,8,2,1,0,192247,0
782,15585595,774,USA,Female,28,1,2,0,1,68760,0
783,15654060,517,USA,Male,41,2,2,0,1,75937,0
784,15745196,571,USA,Female,35,8,2,0,0,84569,0
785,15571221,747,Mexico,Male,58,7,1,1,1,190696,1
786,15660155,792,Canada,Male,36,5,1,0,1,67469,0
787,15605284,688,USA,Male,26,1,2,1,1,104436,0
788,15694366,714,Mexico,Male,42,2,1,0,1,47167,0
789,15600739,562,Canada,Female,35,0,2,1,0,119900,0
790,15653253,704,Canada,Male,48,8,1,1,1,173498,0
791,15763431,698,USA,Male,36,2,2,1,1,93249,0
792,15643696,611,USA,Male,49,3,2,1,1,142918,0
793,15707473,850,Mexico,Female,48,6,1,1,0,111756,0
794,15769504,743,Mexico,Female,34,1,1,1,1,108543,0
795,15776807,654,USA,Male,29,1,1,1,0,180345,0
796,15686870,761,Mexico,Male,36,8,2,0,0,99444,0
797,15668747,702,USA,Female,46,9,1,0,1,109563,0
798,15766908,488,Mexico,Male,32,3,1,1,0,92568,0
799,15570134,683,USA,Female,35,6,2,1,1,37976,0
800,15567367,601,Mexico,Female,42,9,1,0,1,103316,0
801,15747542,605,USA,Male,52,7,2,1,1,173953,0
802,15762238,671,Mexico,Female,44,0,2,0,1,34674,0
803,15681554,614,Mexico,Female,31,7,2,1,1,46163,0
804,15712825,511,Canada,Female,29,9,2,0,1,140677,0
805,15640280,850,USA,Male,39,4,2,0,1,151739,0
806,15756026,790,Canada,Female,46,9,1,0,0,14680,1
807,15613319,793,USA,Female,33,0,1,0,0,175544,0
808,15798906,628,USA,Male,69,5,2,1,1,181965,0
809,15708917,598,Mexico,Male,53,10,1,1,1,136887,0
810,15778463,657,USA,Female,37,6,1,1,0,122218,0
811,15699430,618,USA,Female,35,10,2,1,0,180440,0
812,15649992,681,Canada,Male,65,7,2,0,1,190420,0
813,15578980,516,Canada,Female,33,3,2,1,1,58686,0
814,15775306,421,Mexico,Male,28,8,3,1,1,89017,1
815,15641655,700,USA,Female,26,2,2,0,0,50051,0
816,15619708,745,USA,Male,25,5,2,1,0,146041,0
817,15734565,696,USA,Male,29,8,2,1,0,191166,0
818,15806438,580,Mexico,Female,42,2,1,0,0,103516,1
819,15591969,497,Canada,Male,27,9,1,1,1,164825,0
820,15747807,720,USA,Female,43,6,2,1,0,172558,0
821,15596939,659,Mexico,Male,36,4,2,1,0,84321,0
822,15716155,841,USA,Female,36,5,1,0,0,122663,0
823,15765311,642,Canada,Male,34,8,1,1,0,72085,0
824,15757811,732,Canada,Female,69,9,1,0,1,110932,1
825,15603830,600,Canada,Male,36,4,2,1,0,143635,0
826,15660602,464,Mexico,Male,33,8,2,1,1,3710,0
827,15660535,680,USA,Female,47,5,2,1,1,179843,0
828,15666633,758,Canada,Male,56,1,2,1,1,10643,0
829,15596914,630,Mexico,Female,31,2,2,1,1,131168,0
830,15639788,577,USA,Female,39,10,2,1,0,10553,0
831,15695846,684,USA,Female,34,6,2,1,1,130928,0
832,15726234,708,Canada,Female,41,5,1,0,1,157004,0
833,15797964,732,Mexico,Female,29,1,1,1,1,138528,0
834,15625881,634,Mexico,Male,37,3,2,1,1,167032,0
835,15780628,633,USA,Female,30,6,2,0,0,41642,0
836,15575883,559,USA,Male,34,2,2,1,0,9677,0
837,15585036,694,Canada,Female,37,3,2,1,1,147012,0
838,15589488,686,Mexico,Female,56,5,1,1,1,80554,0
839,15585888,553,Canada,Female,48,3,1,0,1,30731,1
840,15727915,507,USA,Male,36,4,1,0,0,140134,0
841,15707567,732,Mexico,Male,50,6,1,0,0,91936,1
842,15737792,818,USA,Female,31,1,1,0,0,178253,0
843,15599433,660,Mexico,Male,35,8,1,0,1,198674,0
844,15672012,773,Canada,Female,41,5,1,1,0,28267,1
845,15806983,640,USA,Male,44,3,1,1,0,92381,0
846,15592222,505,USA,Male,49,7,1,0,0,135180,0
847,15608968,714,Mexico,Male,21,6,2,0,0,27331,0
848,15586959,468,USA,Female,42,5,2,1,0,125305,0
849,15646558,611,Canada,Male,51,1,1,1,1,149648,0
850,15725811,705,USA,Male,25,0,1,0,1,59887,0
851,15572265,646,Mexico,Male,46,1,2,1,0,45041,0
852,15794048,667,Mexico,Female,48,1,2,0,0,113317,1
853,15677610,511,Mexico,Female,41,8,1,1,1,39087,0
854,15745012,653,USA,Female,43,6,2,1,1,7331,0
855,15601589,675,USA,Female,57,8,2,0,1,95463,0
856,15686436,523,Canada,Male,32,4,2,1,0,167848,0
857,15693864,567,Mexico,Female,49,5,1,1,0,93954,1
858,15760550,741,Canada,Male,39,7,2,0,1,174228,0
859,15686137,456,Canada,Male,32,9,1,1,1,135399,0
860,15809087,598,USA,Male,64,1,2,1,0,195635,1
861,15807663,667,USA,Male,43,8,1,1,0,97508,1
862,15809100,548,USA,Female,32,2,1,1,0,188084,1
863,15794916,725,USA,Male,41,7,1,1,1,116704,0
864,15614215,717,USA,Male,53,6,2,0,1,97615,0
865,15805449,594,USA,Male,38,4,2,0,0,186884,0
866,15686983,678,Mexico,Female,25,10,2,0,1,131502,0
867,15808017,545,USA,Male,38,1,2,1,1,24303,0
868,15756804,636,USA,Female,48,1,1,1,0,110510,1
869,15646810,603,Mexico,Male,44,6,2,1,0,108488,1
870,15710424,435,USA,Male,36,4,1,1,1,197015,0
871,15799422,535,USA,Female,40,8,1,1,1,27690,0
872,15692750,629,Mexico,Female,45,7,3,1,0,9218,1
873,15794549,722,USA,Female,35,2,2,1,1,15068,0
874,15803764,561,USA,Male,28,7,2,1,0,7797,0
875,15674840,645,USA,Female,38,5,2,0,1,4400,0
876,15653762,501,USA,Female,39,9,1,0,0,182026,0
877,15581229,502,Mexico,Female,32,1,1,0,1,122764,0
878,15800228,652,Canada,Female,42,4,2,1,1,38152,0
879,15656333,574,USA,Female,33,3,1,1,0,63164,0
880,15697497,518,USA,Female,45,9,2,1,1,73418,0
881,15585362,749,USA,Female,60,6,1,1,0,17979,1
882,15571928,679,USA,Female,43,4,3,1,0,115137,1
883,15785519,565,USA,Male,36,6,1,1,0,149576,0
884,15743007,643,USA,Female,45,4,1,1,0,60917,1
885,15777211,515,USA,Male,65,7,1,1,1,142548,0
886,15721935,521,USA,Male,25,7,2,1,1,157879,0
887,15591711,739,Canada,Male,38,0,1,1,0,12796,0
888,15625021,585,USA,Male,42,2,2,1,1,18658,0
889,15702968,733,Mexico,Male,74,3,1,1,1,134590,0
890,15600462,542,USA,Female,43,8,1,0,1,10351,0
891,15768104,788,Canada,Male,37,8,1,0,0,66013,0
892,15780140,435,Mexico,Male,32,2,2,1,1,5907,0
893,15585255,577,USA,Male,42,9,1,1,0,74078,0
894,15772781,703,USA,Female,51,3,3,1,1,77295,1
895,15669987,728,Mexico,Female,35,8,2,1,0,54359,1
896,15697000,728,Mexico,Male,32,5,1,1,1,156125,0
897,15733119,718,USA,Male,35,8,2,1,0,94821,0
898,15782390,621,USA,Female,40,6,1,1,0,155155,0
899,15654700,523,USA,Female,40,2,1,1,0,128702,1
900,15632210,657,Mexico,Male,25,2,1,1,0,22746,0
901,15642041,727,Mexico,Male,40,1,2,1,0,71865,1
902,15709737,643,USA,Male,36,7,2,0,1,84295,0
903,15792388,645,USA,Female,48,7,1,1,1,149139,0
904,15786014,568,USA,Male,28,5,2,1,0,185489,0
905,15794580,599,USA,Male,58,4,1,0,0,176407,1
906,15675964,672,USA,Female,45,9,1,1,1,92028,1
907,15814275,685,USA,Male,33,6,1,1,1,43933,0
908,15724848,516,USA,Female,46,1,1,1,0,115789,1
909,15754713,685,Canada,Male,31,10,1,1,1,125777,0
910,15693814,806,Canada,Male,25,7,2,1,0,18462,0
911,15599660,604,USA,Male,36,6,2,1,1,79633,0
912,15746490,648,Canada,Female,53,6,1,1,1,121542,0
913,15566091,545,Canada,Female,32,4,1,1,0,94739,0
914,15655961,756,Mexico,Male,27,1,1,1,0,93302,0
915,15710404,569,USA,Male,35,10,1,1,1,193794,0
916,15775625,596,USA,Male,47,6,1,1,0,74836,0
917,15792328,475,USA,Male,39,6,1,1,1,57000,1
918,15719856,646,USA,Female,45,3,1,1,1,57236,0
919,15593773,784,Canada,Male,35,3,2,0,0,81484,0
920,15733114,552,Canada,Male,45,9,2,1,0,26753,0
921,15797748,729,USA,Male,44,5,2,0,1,9201,0
922,15743411,609,Canada,Male,61,1,1,1,0,22448,1
923,15753337,555,USA,Male,51,5,3,1,0,189123,1
924,15601026,572,Mexico,Female,19,1,1,1,1,16162,0
925,15658485,785,USA,Female,34,9,1,1,1,68600,0
926,15636731,714,Mexico,Female,36,1,2,1,1,448,0
927,15628303,738,Canada,Male,35,3,1,1,1,15651,0
928,15633461,639,Mexico,Male,38,5,1,1,1,149600,0
929,15677135,520,Mexico,Male,61,8,2,1,1,90304,0
930,15590876,764,USA,Female,24,7,1,0,0,115676,0
931,15790782,661,Canada,Male,39,6,1,0,0,38813,0
